"id","hs_dip","ethnicity","age","gender","clubmemb","residency","oc","founda","visitlib","med","per","fin","ft_pt","attendance","week4_test","first_sem","attend_disc","first_sem_disc","week4_test_disc","age_disc","startweek","endweek","drops"
181,2,"3",27,"2",0,"3","yes","no",3,0,0,0,"ft",0.96678656662094,0.462079218462993,0.775013651628955,"good","dist","fail","millenn",1,156,0
182,3,"1",32,"2",2,"1","no","no",5,2,0,0,"ft",0.441569824851479,0.626554674730733,0.0913678491308293,"poor","fail","pass","millenn",1,36,1
183,2,"2",38,"1",2,"1","no","no",0,0,0,0,"pt",0.999963774464071,0.340545790522812,0.910127769851282,"good","dist","fail","geny",1,156,0
184,2,"1",31,"4",1,"1","no","no",0,0,0,0,"pt",0.826918625502467,0.442654283576049,0.848292839467776,"good","dist","fail","millenn",1,108,1
185,1,"2",26,"2",2,"1","no","no",6,0,0,0,"ft",0.981870648590179,0.689959527459331,0.831602668737106,"good","dist","pass","millenn",1,156,0
186,5,"5",26,"1",1,"1","no","no",3,0,0,0,"pt",0.796001381798968,0.5154648112372,0.428404078436201,"good","fail","pass","millenn",1,66,1
187,3,"1",29,"2",2,"3","yes","no",6,0,0,0,"ft",0.883751006575557,0.702139511085054,0.663565878674272,"good","pass","pass","millenn",1,156,0
188,1,"4",21,"1",0,"3","no","no",3,0,0,0,"ft",0.82134166343619,0.628446112608962,0.92178594766869,"good","dist","pass","millenn",1,156,0
189,2,"1",18,"1",0,"1","no","no",6,0,0,0,"ft",0.959073905735335,0.787213563418084,0.910455386320668,"good","dist","dist","genz",1,156,0
190,2,"5",20,"1",0,"3","yes","no",3,0,0,0,"ft",0.843626822501087,0.693443955117597,0.813331745199518,"good","dist","pass","genz",1,104,1
191,4,"1",26,"2",0,"1","no","yes",5,0,0,0,"ft",0.979013779120826,0.724884012553285,0.755274020151569,"good","dist","pass","millenn",1,156,0
192,5,"3",22,"1",2,"1","yes","yes",0,0,0,0,"pt",0.846442047949579,0.58197489554808,0.885704995398667,"good","dist","pass","millenn",1,79,1
193,3,"1",17,"1",2,"2","no","no",3,0,0,0,"ft",0.982622941039822,0.526686832970197,0.547232137269612,"good","pass","pass","genz",1,156,0
194,3,"4",29,"1",0,"1","yes","no",2,0,0,0,"pt",0.758405936302687,0.629426991622234,0.65035903579667,"good","pass","pass","millenn",1,156,0
195,1,"2",26,"1",2,"3","yes","no",0,0,0,0,"ft",0.989379975289486,0.463080750945163,0.696703507375268,"good","pass","fail","millenn",1,26,1
196,2,"1",28,"1",2,"1","no","no",4,0,0,0,"ft",0.899255657995017,0.680214776708875,0.851095530892066,"good","dist","pass","millenn",1,156,0
197,2,"2",32,"2",0,"1","no","no",0,0,0,0,"pt",0.967604917568355,0.413196042592874,0.774740240746408,"good","dist","fail","millenn",1,156,0
198,4,"3",21,"2",0,"1","no","no",2,0,0,0,"pt",0.641436484771816,0.519781656401052,0.309883834380856,"ok","fail","pass","millenn",1,156,0
199,2,"1",26,"2",0,"3","yes","no",2,0,2,0,"ft",0.899436693119891,0.658043536427643,0.599028205034962,"good","pass","pass","millenn",1,156,0
200,3,"1",22,"1",0,"1","no","no",4,0,0,0,"pt",0.891911666393208,0.585069871328258,0.378664200445405,"good","fail","pass","millenn",1,156,0
201,3,"1",25,"2",0,"3","no","no",4,0,0,0,"ft",0.980130050933125,0.821179706365889,0.715614459818865,"good","pass","dist","millenn",1,40,1
202,5,"1",34,"2",2,"1","no","no",3,0,0,0,"pt",0.667609927109982,0.516370327846769,0.668659285704067,"ok","pass","pass","millenn",1,156,0
203,2,"4",32,"1",2,"1","no","no",0,0,0,0,"ft",0.984126726386222,0.55450644093609,0.660615478975206,"good","pass","pass","millenn",1,32,1
204,3,"1",34,"2",1,"3","yes","no",4,0,0,0,"ft",0.977484399064263,0.744463025789726,0.894594315162037,"good","dist","pass","millenn",1,156,0
205,4,"3",28,"2",0,"3","yes","no",3,0,0,0,"ft",0.969548428717579,0.658304547163693,0.970872125162764,"good","dist","pass","millenn",1,26,1
206,4,"5",28,"2",0,"1","yes","no",3,0,0,0,"pt",0.920870403140228,0.593753516815714,0.474596959719528,"good","fail","pass","millenn",1,156,0
207,2,"4",31,"2",0,"3","yes","no",4,0,0,0,"ft",0.975453055743318,0.684223410921724,0.894307225982724,"good","dist","pass","millenn",1,156,0
208,2,"3",20,"1",2,"1","no","no",4,0,0,0,"ft",0.912974621797558,0.727408947578304,0.901372704733255,"good","dist","pass","genz",1,156,0
209,3,"1",24,"1",3,"1","no","no",7,0,0,0,"pt",0.894725773323569,0.76167510264079,0.883200470799523,"good","dist","dist","millenn",1,156,0
210,4,"1",25,"1",0,"1","no","no",6,0,0,0,"pt",0.674190479275424,0.76582152960689,0.39680323250357,"ok","fail","dist","millenn",1,156,0
211,2,"1",19,"2",2,"1","yes","no",5,0,0,0,"ft",0.988796210007677,0.625547412188265,0.920746838793981,"good","dist","pass","genz",1,156,0
212,4,"4",29,"1",2,"1","no","no",6,0,0,0,"ft",0.711134903662216,0.727554564218402,0.830522925781968,"ok","dist","pass","millenn",1,156,0
213,3,"5",24,"1",0,"3","yes","no",0,0,0,0,"ft",0.852697475290062,0.547863372254116,0.8151368362305,"good","dist","pass","millenn",1,156,0
214,2,"1",34,"2",2,"1","no","no",0,0,0,0,"pt",0.917245751266129,0.6057615504256,0.888943212451042,"good","dist","pass","millenn",1,156,0
215,1,"1",23,"1",0,"3","no","no",0,0,0,0,"ft",0.933321581514125,0.653837811530842,0.615521482947169,"good","pass","pass","millenn",1,156,0
216,3,"1",22,"2",0,"3","yes","no",2,0,2,0,"ft",0.905976929655518,0.455448565032909,0.5454365058267,"good","pass","fail","millenn",1,156,0
217,3,"1",29,"1",0,"3","no","no",4,0,0,0,"ft",0.896696404657603,0.669325925225041,0.809404417805266,"good","dist","pass","millenn",1,156,0
218,3,"1",25,"2",2,"1","no","no",1,0,0,0,"ft",0.839797729255978,0.400471772998303,0.693048574168683,"good","pass","fail","millenn",1,13,1
219,4,"1",26,"1",2,"3","no","no",2,0,0,0,"ft",0.85593540256569,0.54639741037411,0.532479833593815,"good","pass","pass","millenn",1,156,0
220,2,"1",30,"1",0,"3","yes","no",4,0,0,0,"ft",0.979215006288511,0.788376785760704,0.620967432490247,"good","pass","dist","millenn",1,26,1
221,2,"1",20,"2",2,"1","no","no",0,0,0,0,"pt",0.665807729377216,0.456616985162293,0.652940293449884,"ok","pass","fail","genz",1,131,1
222,2,"1",22,"1",0,"1","no","no",3,0,0,0,"pt",0.841165885682768,0.688234123933974,0.96365754655286,"good","dist","pass","millenn",1,156,0
223,2,"3",29,"2",2,"1","yes","no",0,0,2,0,"pt",0.697768405791159,0.540311978921553,0.730103299052582,"ok","pass","pass","millenn",1,64,1
224,3,"3",18,"2",0,"1","no","no",7,0,0,0,"ft",0.869675246922229,0.794316058821693,0.856396133749929,"good","dist","dist","genz",1,156,0
225,5,"4",27,"2",1,"1","no","no",3,0,0,0,"pt",0.818779891485181,0.68685983717087,0.517292556661018,"good","pass","pass","millenn",1,40,1
226,4,"1",31,"2",2,"1","no","no",0,0,0,0,"pt",0.951955450098165,0.603293109792519,0.131266137094926,"good","fail","pass","millenn",1,156,0
227,1,"1",22,"1",0,"3","yes","no",0,0,0,0,"ft",0.945156588231366,0.474869322769149,0.610804187105425,"good","pass","fail","millenn",1,40,1
228,3,"1",19,"1",2,"1","no","no",4,0,0,0,"ft",0.963349441288898,0.554276445080954,0.764850473056587,"good","dist","pass","genz",1,156,0
229,3,"2",19,"1",0,"1","no","no",3,0,0,0,"ft",0.876500740386869,0.655181164781108,0.605808895170583,"good","pass","pass","genz",1,156,0
230,3,"1",27,"2",3,"1","no","no",0,0,0,0,"pt",0.641270830238343,0.498108856874595,0.591045758539471,"ok","pass","fail","millenn",1,118,1
231,3,"1",31,"2",0,"1","no","no",0,0,0,1,"pt",0.899825033045456,0.588206413429567,0.721298150903524,"good","pass","pass","millenn",1,10,1
232,3,"1",25,"1",0,"3","yes","no",6,0,0,0,"ft",0.82699185024849,0.686117817562617,0.511979926747334,"good","pass","pass","millenn",1,156,0
233,3,"1",27,"1",2,"1","no","no",5,0,0,0,"pt",0.615984975012891,0.714029770495703,0.60319990596546,"ok","pass","pass","millenn",1,26,1
234,4,"1",24,"1",2,"1","no","no",6,0,0,0,"ft",0.981537148934679,0.832511304870037,0.449805429761567,"good","fail","dist","millenn",1,156,0
235,4,"1",24,"2",2,"1","yes","no",4,0,0,0,"pt",0.708263049703654,0.619148390910721,0.619701024321861,"ok","pass","pass","millenn",1,156,0
236,3,"1",34,"4",2,"1","yes","no",0,0,0,0,"ft",0.920132958151432,0.537348284895998,0.783810608182216,"good","dist","pass","millenn",1,156,0
237,1,"1",20,"2",0,"3","no","no",3,0,0,0,"ft",0.994798913061733,0.71275156691618,0.910095041781765,"good","dist","pass","genz",1,15,1
238,1,"1",19,"2",1,"1","no","no",3,0,0,0,"ft",0.936373053912825,0.618320549922978,0.969747336670944,"good","dist","pass","genz",1,156,0
239,3,"4",21,"2",0,"3","no","no",9,0,0,0,"ft",0.976143356502855,0.847029010518413,0.940240454264663,"good","dist","dist","millenn",1,156,0
240,3,"4",26,"2",0,"1","no","no",1,2,0,0,"pt",0.763963602896206,0.483231358080732,0.0899111393733459,"good","fail","fail","millenn",1,66,1
241,1,"1",28,"2",3,"1","yes","no",3,0,0,0,"pt",0.763983933752681,0.618621436875428,0.598121622905586,"good","pass","pass","millenn",1,156,0
242,1,"1",35,"2",2,"1","no","no",5,0,0,0,"pt",0.775058048879561,0.584875830163617,0.948139845292673,"good","dist","pass","geny",1,156,0
243,1,"1",24,"1",3,"1","no","no",4,0,0,0,"ft",0.848140250060862,0.651031230379119,0.7897930030291,"good","dist","pass","millenn",1,156,0
244,4,"2",22,"2",2,"1","no","no",4,1,0,0,"ft",0.877137396381521,0.628749987564318,0.591613753373372,"good","pass","pass","millenn",1,66,1
245,4,"3",30,"2",2,"1","no","no",3,0,0,0,"pt",0.90707313197087,0.544022847043728,0.738858346942503,"good","pass","pass","millenn",1,156,0
246,4,"1",26,"2",2,"1","no","no",7,0,0,0,"ft",0.929390861185617,0.811931608281932,0.762134394792664,"good","dist","dist","millenn",1,156,0
247,1,"1",20,"1",1,"1","no","no",2,0,0,2,"pt",0.484061372576297,0.450403378781255,0.825754573209607,"poor","dist","fail","genz",1,147,1
248,3,"1",31,"2",2,"1","no","no",4,0,0,0,"pt",0.939513163725989,0.674739340897894,0.486370849267789,"good","fail","pass","millenn",1,156,0
249,3,"3",29,"2",2,"1","yes","no",5,0,0,0,"ft",0.928138648198393,0.635134658525088,0.61034329121523,"good","pass","pass","millenn",1,156,0
250,4,"1",24,"2",1,"1","no","no",2,0,0,0,"ft",0.919002459213254,0.620848309244111,0.646837852997405,"good","pass","pass","millenn",1,156,0
251,2,"1",19,"2",2,"3","yes","no",0,0,0,0,"ft",0.941157852703745,0.455148989718174,0.825443795380062,"good","dist","fail","genz",1,156,0
252,1,"1",26,"2",2,"1","yes","no",0,0,0,0,"ft",0.700139760400662,0.38105391293975,0.932286340073052,"ok","dist","fail","millenn",1,156,0
253,2,"1",21,"1",2,"1","no","no",4,0,0,0,"ft",0.913557132324847,0.657639428162761,0.376569696330488,"good","fail","pass","millenn",1,156,0
254,2,"1",17,"2",0,"1","no","no",7,0,2,0,"ft",0.940825671276208,0.798535209844361,0.770246181664378,"good","dist","dist","genz",1,156,0
255,5,"3",19,"2",1,"1","no","yes",4,0,0,0,"ft",0.958336965800957,0.672324920151489,0.843547725722915,"good","dist","pass","genz",1,93,1
256,5,"2",31,"2",1,"2","yes","no",4,0,0,0,"ft",0.858493287645318,0.679713368644713,0.237151767774609,"good","fail","pass","millenn",1,26,1
257,2,"1",28,"2",3,"3","yes","no",0,0,0,0,"ft",0.811231241781099,0.562538092161601,0.757692027527222,"good","dist","pass","millenn",1,156,0
258,2,"1",23,"2",2,"1","no","no",0,0,0,0,"ft",0.999439723614249,0.497628419392782,0.334055907380392,"good","fail","fail","millenn",1,66,1
259,2,"1",27,"2",2,"1","no","no",4,0,0,0,"ft",0.983085971198316,0.612811355320583,0.886685206289221,"good","dist","pass","millenn",1,156,0
260,3,"3",27,"2",0,"1","yes","no",0,0,0,0,"pt",0.831467205571506,0.522874172598911,0.914112473782088,"good","dist","pass","millenn",1,156,0
261,1,"2",29,"1",0,"1","no","no",7,0,0,0,"pt",0.885250525046696,0.740880641732478,0.896251522493677,"good","dist","pass","millenn",1,156,0
262,5,"4",19,"2",0,"1","no","yes",2,2,0,0,"ft",0.44510160942408,0.493842128924079,0.107658135892575,"poor","fail","fail","genz",1,10,1
263,5,"1",20,"1",1,"1","no","no",5,0,0,0,"ft",0.972025385561171,0.761330701119029,0.691961306811477,"good","pass","dist","genz",1,14,1
264,1,"1",29,"2",2,"1","no","no",0,0,0,0,"pt",0.985537231827733,0.577263832944858,0.891550443638343,"good","dist","pass","millenn",1,13,1
265,4,"1",22,"2",3,"1","no","yes",4,0,0,0,"ft",0.666876206340007,0.674673674404648,0.17451872688226,"ok","fail","pass","millenn",1,13,1
266,2,"1",21,"1",2,"3","yes","no",5,0,0,0,"ft",0.932065335282848,0.756480429281485,0.750433661849767,"good","dist","dist","millenn",1,156,0
267,2,"3",25,"1",0,"3","yes","no",6,0,0,0,"ft",0.993083880161757,0.768106545203709,0.963123097095073,"good","dist","dist","millenn",1,156,0
268,4,"1",18,"1",0,"2","yes","no",6,0,0,0,"ft",0.978702829960398,0.728164127579006,0.693189227680589,"good","pass","pass","genz",1,156,0
269,1,"1",28,"2",0,"3","no","no",1,0,0,0,"ft",0.980848578168319,0.439795576368348,0.668366474059413,"good","pass","fail","millenn",1,156,0
270,4,"1",27,"1",2,"1","no","no",4,0,0,0,"ft",0.836288129051472,0.721740827544583,0.680857857582129,"good","pass","pass","millenn",1,156,0
271,2,"1",21,"1",1,"3","no","no",0,0,0,0,"ft",0.960151738769548,0.439987965381627,0.602035340276193,"good","pass","fail","millenn",1,156,0
272,3,"2",29,"1",0,"3","yes","no",4,0,0,0,"ft",0.877940645853005,0.752156235823892,0.895452130960415,"good","dist","dist","millenn",1,156,0
273,2,"1",37,"1",0,"1","no","no",4,0,0,0,"pt",0.819043569732893,0.645685069160604,0.70796073526494,"good","pass","pass","geny",1,156,0
274,1,"1",29,"2",0,"1","no","no",0,0,0,1,"pt",0.828385700062192,0.58378484371503,0.320140381278764,"good","fail","pass","millenn",1,143,1
275,4,"1",17,"4",0,"1","no","no",5,0,0,0,"ft",0.958697819981036,0.731120563080718,0.810163989712017,"good","dist","pass","genz",1,156,0
276,3,"1",22,"1",0,"1","no","no",1,0,0,0,"pt",0.516916718988282,0.459378792367463,0.741139076657772,"ok","pass","fail","millenn",1,57,1
277,3,"3",32,"2",1,"1","yes","no",5,0,0,0,"pt",0.903089272022398,0.603328957632483,0.516609012826849,"good","pass","pass","millenn",1,156,0
278,2,"1",25,"3",1,"3","yes","no",6,2,0,0,"ft",0.530205324232542,0.719988527962504,0.203070648497285,"ok","fail","pass","millenn",1,75,1
279,3,"1",22,"2",0,"1","no","no",0,0,0,0,"ft",0.761665536206018,0.364481116481932,0.798997021569686,"good","dist","fail","millenn",1,156,0
280,5,"1",23,"1",1,"1","no","yes",0,1,0,0,"ft",0.972269854124419,0.551157796935085,0.597478519956479,"good","pass","pass","millenn",1,7,1
281,2,"2",23,"2",1,"1","no","no",2,0,0,0,"ft",0.677043264008197,0.551601567548852,0.511140770121061,"ok","pass","pass","millenn",1,156,0
282,4,"1",24,"1",0,"3","yes","no",3,1,0,0,"ft",0.797079217630922,0.618883780000197,0.463375314777875,"good","fail","pass","millenn",1,13,1
283,2,"1",25,"2",2,"3","yes","no",5,0,1,0,"ft",0.941914250135131,0.712284974455524,0.731261487172661,"good","pass","pass","millenn",1,156,0
284,2,"2",25,"2",2,"1","no","no",6,0,0,0,"ft",0.997549549197145,0.770478348841262,0.811062806438095,"good","dist","dist","millenn",1,156,0
285,2,"1",22,"1",2,"3","yes","no",0,0,0,0,"ft",0.913578196071065,0.457503239323246,0.69430055999176,"good","pass","fail","millenn",1,156,0
286,3,"3",21,"1",0,"1","no","no",8,0,0,0,"pt",0.985007996588871,0.835111433285903,0.915199664019868,"good","dist","dist","millenn",1,156,0
287,2,"1",22,"1",1,"3","yes","no",2,0,0,0,"ft",0.918133925046737,0.505905352653124,0.586123557109978,"good","pass","pass","millenn",1,156,0
288,4,"3",22,"2",1,"3","yes","no",0,0,0,0,"ft",0.941865481373492,0.535027040955916,0.412345583229838,"good","fail","pass","millenn",1,156,0
289,3,"1",27,"1",0,"1","no","no",0,0,0,0,"ft",0.983258584755723,0.414553857421326,0.552030288649158,"good","pass","fail","millenn",1,156,0
290,3,"3",17,"2",0,"1","no","no",5,0,1,0,"ft",0.7662382832752,0.69569951534175,0.665127698094852,"good","pass","pass","genz",1,70,1
291,4,"1",26,"2",0,"1","no","no",5,1,0,0,"ft",0.994024709111877,0.692354498412207,0.697708300844204,"good","pass","pass","millenn",1,156,0
292,5,"2",30,"2",0,"1","no","yes",3,0,0,0,"ft",0.943377006971864,0.711546869344027,0.612735725681689,"good","pass","pass","millenn",1,156,0
293,2,"1",39,"3",0,"1","no","no",2,0,0,0,"pt",0.980255440161677,0.496163434156353,0.649979957652983,"good","pass","fail","geny",1,26,1
294,3,"1",43,"2",0,"1","no","no",0,0,0,0,"ft",0.951100576399918,0.551561880022416,0.472987964740839,"good","fail","pass","geny",1,156,0
295,5,"1",21,"4",1,"1","no","no",1,0,0,0,"ft",0.950326963412284,0.645211462590405,0.634264523750906,"good","pass","pass","millenn",1,93,1
296,2,"2",24,"2",2,"1","no","no",0,0,0,0,"pt",0.673572785250767,0.468956479552518,0.803004471368002,"ok","dist","fail","millenn",1,156,0
297,5,"1",26,"1",3,"3","yes","no",4,0,1,0,"ft",0.979830610234056,0.600472226506449,0.517859998838923,"good","pass","pass","millenn",1,156,0
298,2,"1",41,"2",2,"1","no","no",4,0,0,0,"ft",0.986185622344591,0.696326800443884,0.824068315686106,"good","dist","pass","geny",1,156,0
299,3,"1",28,"2",2,"1","no","no",2,0,0,0,"pt",0.719978876340884,0.553568111763586,0.707078231755956,"ok","pass","pass","millenn",1,156,0
300,2,"1",18,"1",2,"1","no","no",13,0,2,0,"ft",0.365400983569743,0.884634154451883,0.509779128124378,"poor","pass","dist","genz",1,156,0
301,2,"3",22,"1",0,"1","no","no",4,0,0,0,"pt",0.958261655092213,0.725865435754238,0.683627789137432,"good","pass","pass","millenn",1,156,0
302,3,"2",37,"1",2,"1","no","no",0,0,0,0,"ft",0.732543150029,0.373720180681619,0.413905254331266,"ok","fail","fail","geny",1,156,0
303,4,"1",26,"1",2,"1","no","no",0,0,1,0,"pt",0.923112557002826,0.51146384940268,0.379182355224285,"good","fail","pass","millenn",1,72,1
304,4,"1",27,"2",0,"1","no","no",5,0,0,0,"pt",0.7944205531087,0.705830801004843,0.894104343952751,"good","dist","pass","millenn",1,156,0
305,3,"1",20,"2",0,"1","no","no",4,0,0,0,"pt",0.96753993911492,0.631148686409616,0.345177904392553,"good","fail","pass","genz",1,156,0
306,4,"1",36,"1",0,"1","no","no",2,2,0,0,"ft",0.0197922444842999,0.285259138395415,0.141466451447851,"poor","fail","fail","geny",1,40,1
307,2,"1",36,"1",2,"2","no","no",4,0,0,0,"ft",0.970426615253163,0.611621178948505,0.784642558507518,"good","dist","pass","geny",1,156,0
308,2,"1",24,"1",0,"1","no","no",2,0,0,0,"ft",0.994348269318766,0.619071649316949,0.472823782605967,"good","fail","pass","millenn",1,156,0
309,3,"2",23,"1",0,"1","no","no",0,0,0,0,"pt",0.917331802041055,0.53317124557185,0.665247823399403,"good","pass","pass","millenn",1,156,0
310,3,"1",19,"2",1,"3","yes","no",4,0,0,0,"ft",0.945776140865945,0.661937164048628,0.721073257148039,"good","pass","pass","genz",1,156,0
311,3,"3",18,"1",2,"3","no","no",0,0,0,0,"ft",0.989222960938145,0.628853336772447,0.554705903147183,"good","pass","pass","genz",1,156,0
312,3,"1",28,"2",2,"1","no","no",3,0,0,0,"pt",0.963534430504211,0.556939702176497,0.264568965559821,"good","fail","pass","millenn",1,156,0
313,1,"1",27,"4",2,"3","yes","no",0,0,0,0,"ft",0.976155707302376,0.460022711753091,0.66584750123248,"good","pass","fail","millenn",1,156,0
314,2,"1",22,"1",0,"3","yes","no",0,0,0,3,"ft",0.949837259285716,0.564716337875113,0.247189807748113,"good","fail","pass","millenn",1,93,1
315,3,"2",22,"2",0,"3","no","no",6,0,0,0,"ft",0.953603699069048,0.764955781056667,0.704856572264904,"good","pass","dist","millenn",1,156,0
316,5,"1",39,"2",2,"1","no","no",1,0,0,0,"pt",0.999843298319684,0.510684464305338,0.837216521170353,"good","dist","pass","geny",1,40,1
317,3,"1",29,"2",0,"1","no","no",5,0,0,0,"ft",0.903290347361743,0.735630959043163,0.619663907727084,"good","pass","pass","millenn",1,156,0
318,3,"1",29,"2",1,"1","no","no",4,0,4,0,"pt",0.767272747876534,0.72645902339526,0.480684134626935,"good","fail","pass","millenn",1,40,1
319,2,"5",28,"2",0,"3","yes","no",3,1,0,0,"ft",0.849258835293611,0.684907006932379,0.571533252199346,"good","pass","pass","millenn",1,156,0
320,5,"1",20,"1",0,"2","yes","yes",4,0,0,0,"ft",0.997610966650259,0.849589466598963,0.908154841484998,"good","dist","dist","genz",1,40,1
321,3,"1",37,"1",2,"1","no","no",0,1,0,0,"ft",0.940216986820059,0.482679635103118,0.265008367723522,"good","fail","fail","geny",1,40,1
322,4,"1",22,"2",3,"3","yes","yes",0,0,0,0,"ft",0.847205370945527,0.457139219540183,0.53951089619722,"good","pass","fail","millenn",1,156,0
323,4,"1",24,"2",2,"3","no","no",7,0,0,0,"ft",0.88463082835221,0.843130969855834,0.36985105143468,"good","fail","dist","millenn",1,101,1
324,3,"4",20,"1",3,"2","yes","no",0,0,0,0,"ft",0.911257679557831,0.594056931402986,0.545102969108458,"good","pass","pass","genz",1,156,0
325,3,"3",23,"2",2,"1","no","no",6,0,0,0,"pt",0.865073063167809,0.824598986439079,0.934343320707937,"good","dist","dist","millenn",1,17,1
326,1,"1",24,"4",0,"1","no","no",0,0,0,0,"pt",0.207346923191698,0.290361716102498,0.471723942978618,"poor","fail","fail","millenn",1,156,0
